Date,NO2,O3,PM2.5,PM10
16/01/2019,19,151,18.9,49.3
17/01/2019,15,132,16.6,46.3
18/01/2019,30,130,17.3,42.7
19/01/2019,15,80,16.8,37.7
20/01/2019,9,53,9.8,38.1
21/01/2019,19,51,8,19.1
22/01/2019,19,128,15.8,24.7
23/01/2019,36,98,17.1,38
24/01/2019,9,57,11.7,32.5
25/01/2019,23,118,18.4,36.6
26/01/2019,24,153,19.1,48
27/01/2019,8,124,17.5,44
28/01/2019,9,67,10.2,30.4
29/01/2019,13,120,16.4,32.2
30/01/2019,24,114,16.7,45.4
31/01/2019,24,86,16,61.2
1/02/2019,11,35,8.6,25.2
2/02/2019,13,31,8.3,29.4
3/02/2019,9,75,9.1,20.9
4/02/2019,24,104,13.2,31.3
5/02/2019,19,59,13.8,35.8
6/02/2019,13,49,6.1,17.6
7/02/2019,13,63,6.6,19.3
8/02/2019,17,96,10.9,26.9
9/02/2019,15,88,8.5,29.7
10/02/2019,15,65,8.6,32.4
11/02/2019,24,100,11.3,39.8
12/02/2019,30,79,11.4,118.5
13/02/2019,17,63,14,61.6
14/02/2019,21,65,8.8,32.2
15/02/2019,24,69,8.8,29.8
16/02/2019,23,65,7.3,20.7
17/02/2019,15,94,7.5,23.3
18/02/2019,21,120,10.3,31.1
19/02/2019,26,73,14.2,49.5
20/02/2019,15,39,7,17.4
21/02/2019,15,41,7.5,17.5
22/02/2019,13,43,8.3,18
23/02/2019,9,43,7.1,14.9
24/02/2019,9,41,9.1,30.1
25/02/2019,17,51,7.2,24.4
26/02/2019,23,67,7.8,27.2
27/02/2019,24,57,13.1,43.6
28/02/2019,23,73,10,34.3
1/03/2019,24,59,7.3,22.3
2/03/2019,15,57,6.8,17.4
3/03/2019,13,65,7.5,18.7
4/03/2019,17,94,9.8,31.5
5/03/2019,23,98,11.6,35.7
6/03/2019,28,65,17.3,90.7
7/03/2019,19,51,16.7,30.8
8/03/2019,28,77,9.7,34.9
9/03/2019,19,61,14.4,37.3
10/03/2019,21,88,13.7,30.5
11/03/2019,21,86,21.6,61.8
12/03/2019,24,75,15.4,52.6
13/03/2019,17,51,13.2,28.5
14/03/2019,21,65,10.8,32.1
15/03/2019,24,51,11.5,22.8
16/03/2019,11,41,8,20.5
17/03/2019,8,29,4.6,11.1
18/03/2019,21,39,5.6,12.9
19/03/2019,24,63,7.9,19.4
20/03/2019,23,47,6.2,20
21/03/2019,17,37,6.5,20.7
22/03/2019,19,39,6.6,19.3
23/03/2019,23,86,11.2,26.6
24/03/2019,24,79,11.6,56.5
25/03/2019,21,45,10.5,28.5
26/03/2019,21,57,10,74.2
27/03/2019,28,45,8.7,31.4
28/03/2019,24,69,8.5,28.6
29/03/2019,28,61,9.7,26.2
30/03/2019,23,51,10.2,19.7
31/03/2019,15,45,5.7,19.3
1/04/2019,23,43,6.6,20
2/04/2019,24,33,5.7,20.1
3/04/2019,23,59,7,17.4
4/04/2019,24,47,10.6,26.5
5/04/2019,21,37,7.3,17.2
6/04/2019,26,65,12.7,24
7/04/2019,24,75,14.4,38.3
8/04/2019,38,69,10.6,31.8
9/04/2019,32,51,9.8,38.8
10/04/2019,23,49,7.7,18.9
11/04/2019,28,43,9.3,21
12/04/2019,32,53,8.8,22
13/04/2019,30,82,20.6,38.8
14/04/2019,26,69,18.5,28.7
15/04/2019,30,61,12.9,26.5
16/04/2019,26,53,9.1,22
17/04/2019,30,49,10.2,20.9
18/04/2019,26,63,11.2,32
19/04/2019,21,63,10.2,30.5
20/04/2019,21,53,13.1,26.5
21/04/2019,13,55,8.5,18.3
22/04/2019,17,59,8.1,23
23/04/2019,19,43,6.7,18.9
24/04/2019,24,55,8.1,19.6
25/04/2019,24,73,10.2,28.6
26/04/2019,24,59,10.8,38.8
27/04/2019,28,61,16.5,54.6
28/04/2019,34,73,26,36.5
29/04/2019,32,53,75.7,91.8
30/04/2019,28,53,13.3,29.6
1/05/2019,28,35,13.9,31.9
2/05/2019,36,37,17.1,34.4
3/05/2019,24,18,8.5,20.8
4/05/2019,13,59,6.8,11.6
5/05/2019,11,55,5.1,9.6
6/05/2019,36,51,10,18.6
7/05/2019,40,57,11.2,20.9
8/05/2019,30,51,10.9,17.1
9/05/2019,40,53,12.2,25.9
10/05/2019,32,43,12.8,27.9
11/05/2019,13,49,7.2,11.7
12/05/2019,32,55,12.7,20.4
13/05/2019,30,43,13.6,23.9
14/05/2019,36,59,12.5,26.7
15/05/2019,41,55,12,29.7
16/05/2019,41,57,12.7,27.1
17/05/2019,40,53,13.9,30.4
18/05/2019,34,67,19.9,31.3
19/05/2019,30,63,20.5,26.9
20/05/2019,41,43,24.6,39.2
21/05/2019,45,63,48.3,67.9
22/05/2019,38,59,36.5,52.9
23/05/2019,38,67,18.4,38
24/05/2019,45,61,39.1,50.7
25/05/2019,38,61,26.1,38.9
26/05/2019,28,55,14.5,20.1
27/05/2019,23,53,9.5,51.5
28/05/2019,28,53,7.4,18.3
29/05/2019,11,51,5.2,20.7
30/05/2019,28,53,7.2,14.9
31/05/2019,32,47,10.3,20.4
1/06/2019,21,49,12.1,26
2/06/2019,30,49,21.1,34.2
3/06/2019,24,43,22.9,26.3
4/06/2019,17,57,4.2,11.5
5/06/2019,30,45,11.5,14.6
6/06/2019,38,45,12.9,20.5
7/06/2019,38,22,14.5,27.5
8/06/2019,28,10,28.2,31.8
9/06/2019,30,55,28.2,29.4
10/06/2019,26,47,25.7,27.9
11/06/2019,40,51,12.2,21.7
12/06/2019,40,24,15,32.7
13/06/2019,30,35,11.3,22.4
14/06/2019,34,47,12.7,22.4
15/06/2019,30,53,16.1,20.7
16/06/2019,17,39,15.6,15.4
17/06/2019,21,45,4.8,9.5
18/06/2019,28,41,7.8,14.3
19/06/2019,36,49,12.3,20.6
20/06/2019,41,43,14.9,23.2
21/06/2019,32,49,15.1,18.4
22/06/2019,23,51,11.3,13.5
23/06/2019,17,55,11.2,12.7
24/06/2019,28,51,6.9,14.1
25/06/2019,21,49,6.1,11.9
26/06/2019,28,49,7.4,12.4
27/06/2019,40,43,14.6,20.3
28/06/2019,34,47,15.6,19.6
29/06/2019,24,43,13,15.2
30/06/2019,19,57,7.6,11.2
1/07/2019,40,41,17.3,28.3
2/07/2019,43,31,21.2,33
3/07/2019,36,49,22,32.4
4/07/2019,26,45,9.6,18.8
5/07/2019,30,45,11.5,15.4
6/07/2019,26,53,12.9,15.8
7/07/2019,28,49,11.9,18.2
8/07/2019,23,41,12.9,16.3
9/07/2019,26,49,10.2,14.1
10/07/2019,23,51,11.2,15.7
11/07/2019,13,57,7.6,16.6
12/07/2019,19,49,7.9,18.8
13/07/2019,8,59,6.3,14
14/07/2019,13,57,6.1,9.6
15/07/2019,21,57,6.8,11.5
16/07/2019,34,51,9.7,21.8
17/07/2019,26,53,8.5,17
18/07/2019,28,55,9.5,15.5
19/07/2019,36,53,14.6,22.3
20/07/2019,32,51,17.4,24.2
21/07/2019,34,67,18.6,22.7
22/07/2019,40,49,14.5,30.5
23/07/2019,34,59,14.8,26.1
24/07/2019,34,57,10.5,39
25/07/2019,41,55,11.9,26.2
26/07/2019,45,31,16.4,43.8
27/07/2019,32,55,18,26.2
28/07/2019,32,59,21.4,22.1
29/07/2019,28,43,16.2,25.3
30/07/2019,23,51,8.2,17.8
31/07/2019,28,57,8.9,24
1/08/2019,40,57,12.1,23.2
2/08/2019,36,53,15.4,28.9
3/08/2019,32,59,18.6,24.4
4/08/2019,26,61,19.2,22.7
5/08/2019,40,65,18.3,34
6/08/2019,45,49,18.4,33.6
7/08/2019,43,63,16,46.6
8/08/2019,40,61,15.7,43.7
9/08/2019,8,59,6.3,48
10/08/2019,6,59,4,16.3
11/08/2019,9,57,6.5,8.3
12/08/2019,34,61,12.8,20.3
13/08/2019,41,55,12.5,25.4
14/08/2019,51,65,22.4,43.7
15/08/2019,45,65,24.6,34.3
16/08/2019,40,69,16.3,29.4
17/08/2019,36,61,11.6,22.6
18/08/2019,28,71,17.7,30.1
19/08/2019,13,59,10.5,22.7
20/08/2019,26,59,5.2,17.1
21/08/2019,26,55,6.4,16.8
22/08/2019,19,59,9,35.5
23/08/2019,32,65,18.9,42
24/08/2019,32,73,18.4,32.7
25/08/2019,28,65,14.6,34.5
26/08/2019,15,49,6.4,18.2
27/08/2019,23,57,5.8,11
28/08/2019,34,67,8.8,20.6
29/08/2019,24,51,9,19.7
30/08/2019,11,57,5,12.1
31/08/2019,17,59,7.9,16.1
1/09/2019,26,69,11.3,15.6
2/09/2019,34,63,9.9,20
3/09/2019,41,65,10.3,21.3
4/09/2019,40,65,9.7,19.4
5/09/2019,32,67,8.6,26.6
6/09/2019,32,61,12.2,99.2
7/09/2019,8,59,4.7,13
8/09/2019,9,61,4.9,8.1
9/09/2019,17,57,6.6,18.4
10/09/2019,30,57,9.7,21.6
11/09/2019,34,67,9.7,28.8
12/09/2019,43,69,10,25.1
13/09/2019,43,63,11.3,38.1
14/09/2019,28,67,13.4,28.1
15/09/2019,36,71,14,26.3
16/09/2019,36,57,12.1,58.8
17/09/2019,17,53,5.8,20.2
18/09/2019,17,53,5.5,17.1
19/09/2019,28,61,8.4,20.5
20/09/2019,21,57,7.8,21.5
21/09/2019,21,65,15,30.2
22/09/2019,19,63,16.5,34.8
23/09/2019,23,55,8.4,23
24/09/2019,38,65,7.1,18.1
25/09/2019,38,65,8.9,18.1
26/09/2019,26,75,8.9,23.7
27/09/2019,26,73,13.1,24.7
28/09/2019,23,63,8,28.9
29/09/2019,17,73,9.2,28.3
30/09/2019,24,55,7.7,24
1/10/2019,24,61,7,17.6
2/10/2019,45,75,10.5,31.1
3/10/2019,45,90,12.2,36.8
4/10/2019,40,75,14.9,55.4
5/10/2019,11,57,10.2,31.6
6/10/2019,17,65,8.7,26.3
7/10/2019,19,67,11.1,35.7
8/10/2019,23,59,9,27.7
9/10/2019,13,55,5.9,18
10/10/2019,23,55,7,16.2
11/10/2019,24,53,5.5,12.5
12/10/2019,11,53,4.8,10.6
13/10/2019,19,59,7,11.2
14/10/2019,26,67,6.7,21.9
15/10/2019,30,84,9,29.3
16/10/2019,21,71,13.6,29.1
17/10/2019,32,69,8.2,25.4
18/10/2019,32,71,7.7,22.6
19/10/2019,32,59,7.7,29.6
20/10/2019,23,69,7.3,23.3
21/10/2019,28,82,7.4,21.2
22/10/2019,30,79,9.2,27.1
23/10/2019,30,96,11.3,31.5
24/10/2019,40,102,17.2,42.8
25/10/2019,41,94,25.5,96.9
26/10/2019,36,75,23.9,117.4
27/10/2019,21,71,7.7,46.7
28/10/2019,30,55,7.9,31.3
29/10/2019,24,104,34,63.4
30/10/2019,40,128,87.3,124.6
31/10/2019,38,153,87.3,118.3
1/11/2019,23,143,55.7,80.4
2/11/2019,17,118,42.7,66.6
3/11/2019,21,77,20.2,55.3
4/11/2019,19,79,12.7,18.7
5/11/2019,19,57,7.2,18
6/11/2019,23,80,8.1,25.2
7/11/2019,15,61,10.4,90.9
8/11/2019,17,55,8.4,50
9/11/2019,6,59,4.5,16.3
10/11/2019,9,51,5.2,19.6
11/11/2019,26,94,61.7,89.6
12/11/2019,32,80,64.1,398.6
13/11/2019,19,63,14.4,41
14/11/2019,32,80,36.4,89.1
15/11/2019,36,84,19.9,69.7
16/11/2019,9,61,10,59.9
17/11/2019,8,57,18.9,34.9
18/11/2019,30,114,95.3,120.1
19/11/2019,55,104,157.6,159.2
20/11/2019,15,65,12.1,25.4
21/11/2019,28,163,165.4,233.5
22/11/2019,34,69,63.2,97.7
23/11/2019,15,59,19.3,46.6
24/11/2019,8,63,10.7,27
25/11/2019,19,112,31.4,55.9
26/11/2019,28,96,60.7,533.4
27/11/2019,23,82,15.3,29
28/11/2019,28,120,38.9,84.3
29/11/2019,28,147,49.3,95.3
30/11/2019,32,65,54.3,89.9
1/12/2019,11,71,45.1,74.7
2/12/2019,15,65,75.1,103.7
3/12/2019,21,116,125.7,156.5
4/12/2019,24,137,163.5,210.8
5/12/2019,32,108,113.5,155.9
6/12/2019,34,80,80.5,125.1
7/12/2019,15,120,108.1,150.4
8/12/2019,8,61,18.2,39.9
9/12/2019,13,102,81,113.2
10/12/2019,43,206,361.5,532
11/12/2019,17,73,34.3,58.5
12/12/2019,9,77,37.7,56.9
13/12/2019,15,57,14.4,32.9
14/12/2019,17,118,94.9,122.8
15/12/2019,19,114,85.2,119.3
16/12/2019,24,59,47,71.5
17/12/2019,19,59,8.4,26.2
18/12/2019,24,94,60.2,84.1
19/12/2019,49,210,193.9,252.2
20/12/2019,21,59,31.1,52.6
21/12/2019,19,151,106.5,155.5
22/12/2019,4,53,19.3,41.1
23/12/2019,17,67,19.1,43.9
24/12/2019,15,65,22.8,39.4
25/12/2019,6,75,16.8,32.5
26/12/2019,9,88,13.6,24.9
27/12/2019,13,84,9.6,19.3
28/12/2019,15,126,23.1,37.2
29/12/2019,21,98,74.3,110.9
30/12/2019,24,139,45.5,79.1
31/12/2019,30,141,80.9,130.7
1/01/2020,6,90,46.1,83.5
2/01/2020,8,75,50.7,76.4
3/01/2020,9,106,32.9,55.5
4/01/2020,19,137,90.1,211.5
5/01/2020,21,94,146.3,199.1
6/01/2020,15,47,14.4,43.5
7/01/2020,19,88,24,46.8
8/01/2020,15,139,115,144.9
9/01/2020,9,88,78.1,88.6
10/01/2020,30,106,21,47.8
11/01/2020,32,59,96.6,135.1
12/01/2020,9,45,92.7,127
13/01/2020,24,53,56.6,76.1
14/01/2020,19,65,12.1,30.1
15/01/2020,19,69,10.7,28.8
16/01/2020,30,92,26.7,36.6
17/01/2020,19,55,56.6,72.2
18/01/2020,11,63,29.3,35.3
19/01/2020,13,53,9.6,16.8
20/01/2020,24,86,11.8,28.6
21/01/2020,26,100,11.6,30.7
22/01/2020,23,126,12.1,48.3
23/01/2020,30,94,75.7,587.2
24/01/2020,15,84,55.3,224.5
25/01/2020,8,73,17.8,95.8
26/01/2020,13,124,15,43.7
27/01/2020,9,98,41.9,71.1
28/01/2020,15,126,17.7,46.2
29/01/2020,9,88,29.2,44.6
30/01/2020,23,114,19.3,45.4
31/01/2020,17,145,17.4,41.6
1/02/2020,23,141,15.4,41
2/02/2020,24,102,32,63.6
3/02/2020,19,94,47.2,71.9
4/02/2020,11,59,44.2,61.4
5/02/2020,21,61,6.5,24.8
6/02/2020,15,31,5.1,14.3
7/02/2020,17,47,4.6,12.4
8/02/2020,8,45,6.7,19
9/02/2020,4,41,5.6,18.7
10/02/2020,15,82,7,16.7
11/02/2020,21,108,11.2,22.4
12/02/2020,13,39,5,15.2
13/02/2020,19,31,7.3,23.8
14/02/2020,13,47,6.6,21.5
15/02/2020,15,75,9.9,25.2
16/02/2020,8,59,6.1,17.3
17/02/2020,15,35,4.8,13
18/02/2020,17,104,9,21.3
19/02/2020,19,63,9.1,57.9
20/02/2020,24,61,7.4,23
21/02/2020,19,63,8,27.3
22/02/2020,9,39,6.2,18.1
23/02/2020,9,51,5.6,15.8
24/02/2020,23,69,6.6,20.4
25/02/2020,21,77,6.9,24.3
26/02/2020,23,67,11.7,43.2
27/02/2020,13,61,10.7,39.6
28/02/2020,24,71,9.5,32.3
29/02/2020,17,63,8,24.4
1/03/2020,24,86,9.8,28.4
2/03/2020,30,98,14.4,72.7
3/03/2020,17,47,9.8,32.8
4/03/2020,21,39,6.4,26.1
5/03/2020,19,33,7.7,24.9
6/03/2020,19,57,8.5,22
7/03/2020,9,49,6,16.3
8/03/2020,9,41,4.5,11.9
9/03/2020,19,41,4.8,12.5
10/03/2020,21,45,5.6,13.3
11/03/2020,21,45,6.3,19
12/03/2020,23,49,6,15.8
13/03/2020,24,57,7.2,19.6
14/03/2020,19,41,10.5,22.6
15/03/2020,6,41,6.1,16.2
16/03/2020,15,35,6.3,14.3
17/03/2020,19,43,5.1,15.5
18/03/2020,23,65,7.3,22.2
19/03/2020,38,98,9.6,29
20/03/2020,36,82,10.3,40.7
21/03/2020,19,63,8.8,34.1
22/03/2020,13,80,9.8,28.4
23/03/2020,13,47,7.2,20.9
24/03/2020,24,39,5.9,19.3
25/03/2020,23,45,8.7,25.8
26/03/2020,17,45,6.7,19.6
27/03/2020,23,45,7,21.7
28/03/2020,21,51,7.1,20.4
29/03/2020,11,47,5,14.1
30/03/2020,23,43,7.8,17
31/03/2020,21,71,8.7,22.6
1/04/2020,23,49,7.9,27.1
2/04/2020,23,37,10.3,22.4
3/04/2020,17,45,7,14.7
4/04/2020,8,53,7.6,21.1
5/04/2020,8,47,5.6,23.9
6/04/2020,15,43,5.5,14.9
7/04/2020,24,47,7,16.1
8/04/2020,21,37,6.6,13.1
9/04/2020,24,47,7.3,13.8
10/04/2020,21,41,7.5,13.1
11/04/2020,9,55,6.6,16.9
12/04/2020,21,57,15,23.8
13/04/2020,23,73,17.1,26.3
14/04/2020,32,80,15.3,31.7
15/04/2020,40,88,18.1,35
16/04/2020,34,41,15.5,27.7
17/04/2020,19,59,9.2,24.5
18/04/2020,26,63,13.9,25.1
19/04/2020,24,69,18.1,22.7
20/04/2020,24,33,11.8,26.3
21/04/2020,28,57,11.3,34.2
22/04/2020,32,57,12.1,31.8
23/04/2020,36,69,12.6,40.1
24/04/2020,40,61,11.4,33.7
25/04/2020,38,80,16.4,33.7
26/04/2020,19,55,17.2,31.7
27/04/2020,24,41,7.8,27.3
28/04/2020,21,45,9.2,25.3
29/04/2020,21,45,14.6,29.4
30/04/2020,21,31,9.3,14
1/05/2020,15,49,4.2,9.9
2/05/2020,4,57,7,15
3/05/2020,28,53,17.6,25.4
4/05/2020,23,49,15.8,18.8
5/05/2020,30,47,11.5,17.2
6/05/2020,34,57,13.4,21.9
7/05/2020,30,43,13.1,21.4
8/05/2020,32,55,12,28.2
9/05/2020,21,51,11.1,20.4
10/05/2020,15,55,9,16
11/05/2020,38,53,14.8,23.2
12/05/2020,32,53,15.4,21
13/05/2020,38,27,21.2,32.4
14/05/2020,28,47,20.4,22.2
15/05/2020,26,45,6.3,17.8
16/05/2020,28,49,20.9,24
17/05/2020,26,51,27.3,24.7
18/05/2020,26,31,14.3,20.6
19/05/2020,28,45,9.5,14.7
20/05/2020,23,45,8.5,18.6
21/05/2020,26,35,7.1,17.9
22/05/2020,17,43,4.2,6
23/05/2020,13,43,6,8.6
24/05/2020,8,51,5,15.2
25/05/2020,13,49,4.6,10.1
26/05/2020,19,49,6.8,19.8
27/05/2020,34,49,11.6,18.8
28/05/2020,30,47,12.8,20.1
29/05/2020,32,29,17,22.5
30/05/2020,24,53,17.6,20.3
31/05/2020,23,45,16.9,23.7
1/06/2020,19,51,17.8,22.8
2/06/2020,26,43,6.6,10.1
3/06/2020,23,51,9.7,18.9
4/06/2020,40,51,16.5,24.3
5/06/2020,43,41,26.6,36.3
6/06/2020,36,59,27.4,29.8
7/06/2020,28,49,37.2,33.3
8/06/2020,11,53,9,13.8
9/06/2020,30,47,9.5,15.1
10/06/2020,28,27,9.8,14.9
11/06/2020,23,43,8.9,16.9
12/06/2020,28,27,12.4,15.6
13/06/2020,23,43,14.7,17.7
14/06/2020,17,53,15,16.6
15/06/2020,24,45,7.6,14.5
16/06/2020,32,51,11.2,17.2
17/06/2020,28,43,11.5,21.6
18/06/2020,38,55,11.7,22.7
19/06/2020,34,43,13.9,21.9
20/06/2020,26,35,14.5,17.9
21/06/2020,23,47,13.2,14.9
22/06/2020,24,43,7.6,13.4
23/06/2020,28,49,9,15
24/06/2020,24,47,10.1,14.9
25/06/2020,24,47,8,12.6
26/06/2020,38,49,16.1,24.9
27/06/2020,30,51,15.9,20.9
28/06/2020,21,53,15.6,19.3
29/06/2020,34,43,11.5,15.9
30/06/2020,36,43,17.4,22.8
1/07/2020,32,45,17.3,22.3
2/07/2020,26,55,10.7,17.7
3/07/2020,34,55,8.8,17.3
4/07/2020,23,57,9.5,10.8
5/07/2020,30,53,15.3,18.5
6/07/2020,36,47,14.3,19.7
7/07/2020,32,45,12.7,18.1
8/07/2020,38,39,12.9,19.1
9/07/2020,36,45,16.4,20.9
10/07/2020,32,24,18.6,22.3
11/07/2020,23,29,18.8,20.2
12/07/2020,24,41,20.1,19
13/07/2020,28,49,10.1,13.6
14/07/2020,15,55,6.8,14.1
15/07/2020,17,55,6.4,9.1
16/07/2020,17,53,6.6,10.7
17/07/2020,23,51,6,10.5
18/07/2020,32,61,19.3,24.5
19/07/2020,24,55,21.3,23
20/07/2020,21,59,8.7,12.5
21/07/2020,43,61,16.7,29
22/07/2020,40,51,17.5,33.9
23/07/2020,41,51,17.4,25.9
24/07/2020,36,49,18.8,27
25/07/2020,32,45,23.3,27.3
26/07/2020,26,59,15.3,16.4
27/07/2020,11,59,4.1,6.3
28/07/2020,30,59,9.5,14.6
29/07/2020,30,55,9.6,16.2
30/07/2020,28,53,9.6,20.8
31/07/2020,38,61,16.4,25.3
1/08/2020,30,55,24,27.2
2/08/2020,32,61,29.5,26.8
3/08/2020,36,45,20.9,25.9
4/08/2020,28,55,15.3,20
5/08/2020,24,59,8.2,18.1
6/08/2020,43,61,11.7,21.9
7/08/2020,40,24,11.7,21.8
8/08/2020,30,35,9.1,14.4
9/08/2020,8,61,5.8,15.6
10/08/2020,11,69,8.5,19.8
11/08/2020,36,65,11.1,20.4
12/08/2020,32,33,13.3,23.1
13/08/2020,40,61,14.2,22.6
14/08/2020,32,22,11.8,21.4
15/08/2020,26,55,9.5,9.6
16/08/2020,13,57,6.4,8.5
17/08/2020,24,53,5.7,9.8
18/08/2020,32,59,9.1,14.9
19/08/2020,24,59,8,24.1
20/08/2020,19,59,4.5,10
21/08/2020,21,59,5.6,11.3
22/08/2020,9,61,5,10.5
23/08/2020,6,57,4.9,8.6
24/08/2020,26,61,8.2,16.8
25/08/2020,38,59,12.7,19.2
26/08/2020,36,59,13.5,19.1
27/08/2020,36,63,11.7,19.3
28/08/2020,40,63,16.8,29.8
29/08/2020,36,69,36.1,41.9
30/08/2020,32,80,37.6,42.6
31/08/2020,28,63,21.7,30.2
1/09/2020,26,67,8.6,23.5
2/09/2020,41,67,14.6,43.5
3/09/2020,26,79,12.8,29.9
4/09/2020,49,51,19.6,37.6
5/09/2020,36,65,18.7,21.5
6/09/2020,24,63,33.6,36.8
7/09/2020,24,71,10.5,23.2
8/09/2020,38,77,14.4,34.7
9/09/2020,38,47,13.9,26.2
10/09/2020,17,61,6.1,16.6
11/09/2020,24,63,7.2,18.7
12/09/2020,23,69,9.5,19.5
13/09/2020,24,63,13.6,15.9
14/09/2020,26,67,10.1,20.6
15/09/2020,23,71,8.9,24.7
16/09/2020,34,73,10.7,25.2
17/09/2020,34,82,12.2,45.3
18/09/2020,21,63,8.1,21.9
19/09/2020,17,63,12.6,20.6
20/09/2020,15,53,7.7,14.5
21/09/2020,17,73,7.1,18.3
22/09/2020,11,69,7.7,34.2
23/09/2020,23,63,7.1,20.2
24/09/2020,21,61,6.3,11.7
25/09/2020,19,67,5.2,27.8
26/09/2020,9,57,6.1,9.9
27/09/2020,19,59,10.2,19.3
28/09/2020,28,73,9.8,24.3
29/09/2020,30,75,8.9,20
30/09/2020,30,51,10.1,23.2
1/10/2020,23,65,8.8,27.5
2/10/2020,32,84,21.4,36.1
3/10/2020,45,112,26,32.7
4/10/2020,21,98,11,27.2
5/10/2020,32,88,11.5,33.4
6/10/2020,9,65,10.6,29.5
7/10/2020,23,47,8.3,23.2
8/10/2020,17,65,11.7,22.3
9/10/2020,23,61,6.8,12.5
10/10/2020,17,69,6.5,12.8
11/10/2020,28,75,11.3,27.5
12/10/2020,19,84,7.9,25.6
13/10/2020,24,104,10.8,34.3
14/10/2020,19,69,10.8,28.5
15/10/2020,28,84,10.9,30.3
16/10/2020,28,61,11.7,29.4
17/10/2020,21,84,18.8,40.9
18/10/2020,15,84,16.1,22.2
19/10/2020,13,59,6.1,18
20/10/2020,15,63,5.7,17.6
21/10/2020,21,77,6.6,20.2
22/10/2020,26,73,7.8,21
23/10/2020,21,86,9.6,23.5
24/10/2020,15,61,5.7,20.5
25/10/2020,6,57,6.2,15.4
26/10/2020,8,53,7.2,18.5
27/10/2020,15,55,4.6,14.2
28/10/2020,21,53,4.5,13.9
29/10/2020,21,63,5.4,15.6
30/10/2020,21,69,5.7,21.6
31/10/2020,13,75,8.3,18.8
1/11/2020,11,49,7,17.5
2/11/2020,19,49,6.8,18.6
3/11/2020,21,73,6,16.7
4/11/2020,26,82,7.7,24.9
5/11/2020,36,39,10,23.5
6/11/2020,21,55,7.6,18.3
7/11/2020,21,55,7.4,25
8/11/2020,11,55,6.8,19.6
9/11/2020,17,57,5.1,11.8
10/11/2020,21,67,7.4,19.2
11/11/2020,19,75,6.8,44.6
12/11/2020,21,77,11.5,34
13/11/2020,17,71,9.2,22.1
14/11/2020,24,67,7.2,25.1
15/11/2020,17,94,10.7,25.4
16/11/2020,30,102,13.6,41.7
17/11/2020,13,63,13.8,57.1
18/11/2020,9,67,9.5,51
19/11/2020,19,75,8.1,29.9
20/11/2020,19,106,17.9,52.5
21/11/2020,6,77,16.7,42.4
22/11/2020,19,79,15.1,38.7
23/11/2020,23,63,11.2,19.9
24/11/2020,17,57,6.6,22.4
25/11/2020,15,61,5.9,52.9
26/11/2020,24,112,13,37
27/11/2020,24,80,14,48.3
28/11/2020,26,100,14.2,39.3
29/11/2020,13,82,15.2,50
30/11/2020,6,53,11.5,39
1/12/2020,17,86,23.9,65.4
2/12/2020,17,51,16.8,42.7
3/12/2020,13,39,8,36.5
4/12/2020,17,86,11.3,46.6
5/12/2020,11,67,12.2,38.7
6/12/2020,8,63,7.9,40.3
7/12/2020,23,61,7.9,19.4
8/12/2020,11,47,7,26.5
9/12/2020,23,77,8.4,59.4
10/12/2020,26,71,10.1,46.3
11/12/2020,8,45,9,22.9
12/12/2020,9,43,6.1,16.2
13/12/2020,9,41,4.2,14.9
14/12/2020,13,37,6.3,27.5
15/12/2020,13,29,6.7,22.1
16/12/2020,11,61,9.3,19.3
17/12/2020,24,79,9.3,24
18/12/2020,21,79,9.8,36.9
19/12/2020,9,39,8,24.4
20/12/2020,9,51,5.1,23.3
21/12/2020,17,51,5.8,18.5
22/12/2020,19,59,6.9,14.1
23/12/2020,13,59,5.1,20.4
24/12/2020,11,67,8.3,30.6
25/12/2020,4,39,7.7,23.1
26/12/2020,6,47,5.2,15.4
27/12/2020,9,88,10.1,22
28/12/2020,15,65,13.4,40.9
29/12/2020,11,27,6.1,20.1
30/12/2020,11,39,6,24.8
31/12/2020,11,39,6.3,19.7
1/01/2021,8,37,7.2,17.2
2/01/2021,6,37,3.9,15.1
3/01/2021,11,51,6.2,20.8
4/01/2021,13,67,9.6,25.5
5/01/2021,17,84,9.4,21.5
6/01/2021,9,51,8.5,15.9
7/01/2021,8,26,8.6,19.9
8/01/2021,11,33,7.4,20.4
9/01/2021,9,37,5.1,13.6
10/01/2021,9,53,5.3,16
11/01/2021,9,67,6.1,22.2
12/01/2021,17,104,10.9,29.6
13/01/2021,13,73,7.4,20.3
14/01/2021,15,104,15.8,49.2
15/01/2021,11,84,15.3,35.8
16/01/2021,11,53,12.5,27.5
17/01/2021,17,53,8.1,27.1
18/01/2021,21,92,16.2,34.4
19/01/2021,23,43,16.2,34.7
20/01/2021,21,39,7.7,21.8
21/01/2021,21,69,7.4,26.3
22/01/2021,23,104,11.2,68.1
23/01/2021,24,120,12.9,45.5
24/01/2021,17,116,14.2,33.8
25/01/2021,19,120,10.8,33.7
26/01/2021,13,77,11.7,33.2
27/01/2021,8,55,12.2,33
28/01/2021,9,27,7.8,25.8
29/01/2021,13,26,4.4,15.8
30/01/2021,13,47,7.8,18.5
31/01/2021,13,47,7.6,20.6
1/02/2021,15,65,6.8,24
2/02/2021,15,61,8.6,23.2
3/02/2021,15,51,6.7,23.1
4/02/2021,21,73,7.6,30.6
